事件,事件A,事件B,关系,年份,实体
2016年6月27日，据菲律宾媒体28日报道，菲吕宋岛北方司令部总司令塔那哥说，军方计划组建由渔民组成的“海上民兵”队伍，以加强南海地区的主权主张。但该建议遭到三描礼士省渔民的拒绝，他们认为，保卫国家领海是政府的责任，而且他们也没有能力击退中国海警。 ,菲律宾军方计划组建由渔民组成的“海上民兵”队伍。,三描礼士省渔民拒绝参加该计划，认为保卫国家领海是政府的责任。,因果,2016,菲律宾吕宋岛塔那哥南海三描礼士省中国
2016年6月29日，菲律宾南海仲裁案仲裁庭书记处称，仲裁庭将于7月12日公布关于菲律宾南海仲裁案的实体问题裁决。 ,菲律宾南海仲裁案仲裁庭书记处称，仲裁庭将于7月12日公布裁决。,裁决关于菲律宾南海仲裁案的实体问题。,顺承,2016,菲律宾南海仲裁庭书记处
2016年6月30日，菲律宾新总统杜特尔特正式就任菲律宾第十六任总统；菲律宾新内阁同时宣誓就任。 ,菲律宾新总统杜特尔特正式就任菲律宾第十六任总统。,菲律宾新内阁同时宣誓就任。,顺承,2016,菲律宾
2016年7月5日，据《菲律宾商报》7月5日报道，菲律宾外交部长亚赛4日称，鉴于菲律宾与中国在南海问题上的争端，菲律宾将仍然对中国提出的基建项目援助保持谨慎的态度。 ,菲律宾外交部长亚赛表示菲律宾对中国提出的基建项目援助保持谨慎态度。,菲律宾与中国在南海问题上存在争端。,因果,2016,菲律宾亚赛中国南海
2016年7月5日，据法新社报道，菲律宾新任总统杜特尔特5日在克拉克空军基地发表讲话时表示，如果南海仲裁庭的裁决对菲律宾有利，他愿意同中国就南海主权纠纷展开谈判。 ,菲律宾新任总统杜特尔特表示如果南海仲裁庭的裁决对菲律宾有利，他愿意同中国就南海主权纠纷展开谈判。,南海仲裁庭对菲律宾的裁决。,条件,2016,菲律宾杜特尔特南海中国
2016年7月8日，在南海仲裁案结果即将公布之际，菲律宾政府8日向中国抛来橄榄枝。菲新任外交部长亚赛8日对媒体表示，菲律宾政府不会对中国发表挑衅言论，菲希望尽快与中国展开直接对话。此外，菲政府愿意和中国分享南海水域的自然资源。 ,菲律宾政府希望与中国展开直接对话。,菲律宾政府愿意和中国分享南海水域的自然资源。,条件,2016,南海菲律宾政府中国亚赛菲律宾菲政府
2016年7月12日，应菲律宾共和国单方面请求建立的南海仲裁案仲裁庭于2016年7月12日作出实体问题的最终裁决。 ,南海仲裁案仲裁庭于2016年7月12日作出实体问题的最终裁决。,这一裁决是应菲律宾共和国单方面请求建立的。,因果,2016,菲律宾共和国南海
2016年7月15日，菲律宾总统杜特尔特说，他将派遣前总统拉莫斯为特使，到中国去商谈南海仲裁案的后续课题。7月16日，中国外交部副部长张业遂在第五届世界和平论坛午餐会演讲时表示，中国在南海的领土主权和海洋权益不会因仲裁结果受到任何影响。 ,菲律宾总统杜特尔特派遣前总统拉莫斯为特使到中国商谈南海仲裁案的后续课题。,中国外交部副部长张业遂表示中国在南海的领土主权和海洋权益不会因仲裁结果受到任何影响。,顺承,2016,菲律宾杜特尔特中国南海张业遂
2016年7月19日，所谓的南海仲裁案裁决结果出台已经过去一周，美国政界开始频繁与菲律宾新政府接触，以拉拢关系。美国国务院于当地时间19日宣布，国务卿克里本月26日至27日将到访马尼拉，与菲总统杜特尔特和外交部长亚赛等菲政府官员会面。菲总统“向他们保证，尚无计划与中国就南海争议进行谈判”。不过由于中菲经贸关系紧密，杜特尔特“不会因南海问题葬送对华关系。 ,美国政界开始频繁与菲律宾新政府接触，以拉拢关系。,菲总统杜特尔特向美国保证，尚无计划与中国就南海争议进行谈判。,顺承,2016,南海美国菲律宾政府马尼拉杜特尔特亚赛中国
2016年7月，所谓的“裁决结果”出台，不但彻底否定中国的九段线，竟然还宣称中国政府对南海海域没有历史性所有权。这一“胜诉”结论为菲律宾杜特尔特政府所承认与坚持，但是到当年底，杜特尔特即表示菲律宾将搁置南海仲裁决议。 ,2016年7月，所谓的“裁决结果”出台，否定中国的九段线和历史性所有权。,菲律宾杜特尔特政府承认并坚持这一“胜诉”结论，但到年底表示将搁置南海仲裁决议。,顺承,2016,中国中国政府南海菲律宾杜特尔特
2016年8月8-11日，菲律宾总统杜特尔特的特使、前总统拉莫斯8日抵达香港，展开为期5天的访华行程。88岁的拉莫斯把自己的角色形容为“破冰者”。他称此行是为会见“老朋友”，修补因南海争端而紧张的中菲关系。8月10-11日，菲律宾前总统拉莫斯与中国驻菲律宾前大使（现任中国全国人大外事委员会主任委员）傅莹，中国南海研究院院长吴士存在香港会面，以私人身份探讨如何推进中菲之间的和平与合作。  ,菲律宾总统杜特尔特的特使、前总统拉莫斯抵达香港，展开为期5天的访华行程。,拉莫斯与中国驻菲律宾前大使傅莹及南海研究院院长吴士存在香港会面，探讨中菲之间的和平与合作。,顺承,2016,菲律宾杜特尔特香港拉莫斯南海中国人大委员会中国南海吴士存中
2016年9月6日，在老挝参加东盟峰会的日本首相安倍晋三会晤了菲律宾总统杜特尔特，安倍为了强化菲律宾的海岸警备能力，表示将以日元贷款的方式向菲律宾提供两艘建造费用约165亿日元（约合人民币11亿元）的大型巡逻船（全长90米）。此前，日本政府已决定向菲律宾支援10艘全长约40米的巡逻船，此外，日本附带期限地有偿向菲律宾出租至多5架海上自卫队TC-90二手教练机。 ,日本首相安倍晋三会晤菲律宾总统杜特尔特。,安倍表示将以日元贷款的方式向菲律宾提供两艘大型巡逻船。,顺承,2016,老挝东盟日本安倍晋三菲律宾安倍
2016年9月10日，中国总理李克强在老挝向菲律宾总统杜特尔特表示，期待中菲双方共同努力，推动两国关系重返正常轨道。 ,李克强在老挝向杜特尔特表示期待中菲共同努力。,中菲双方努力推动两国关系重返正常轨道。,顺承,2016,中国李克强老挝菲律宾杜特尔特菲
2016年9月28日，菲律宾总统杜特尔特28日抵达越南，开始其两天的访越行程。 28日下午，他在出发前发表讲话称，期待此访能与越南“在经济、农业、防卫和海事等领域交流意见并加强合作”。尽管菲越官方均未提到南海议题，但不少媒体认为，南海可能是绕不开的话题。 ,菲律宾总统杜特尔特抵达越南，开始其两天的访越行程。,杜特尔特在出发前发表讲话，期待与越南在经济、农业、防卫和海事等领域交流意见并加强合作。,顺承,2016,越南南海
2016年10月1日，菲律宾总统新闻发言人、政府新闻部长马丁·安达纳尔10月1日在香港接受《中国日报》独家专访时表示菲律宾总统罗德里戈·杜特尔特希望中菲能在南海争端实现“软着陆”，并称中菲关系不仅局限于南海这一个议题，希望两国在更广泛的领域开展务实合作。 ,菲律宾总统罗德里戈·杜特尔特希望中菲能在南海争端实现“软着陆”。,马丁·安达纳尔在香港接受《中国日报》独家专访，表示中菲关系不仅局限于南海，希望两国在更广泛的领域开展务实合作。,因果,2016,菲律宾马丁·安达纳尔香港中国罗德里戈·杜特尔特中南海
2016年10月2日，菲律宾总统杜特尔特2日发表讲话称，他已下令审查2014年菲律宾与美国签署的《加强防务合作协议》，不排除要求美军全部撤出菲律宾的可能性。 ,菲律宾总统杜特尔特下令审查2014年菲律宾与美国签署的《加强防务合作协议》。,杜特尔特不排除要求美军全部撤出菲律宾的可能性。,顺承,2016,菲律宾美国
2016年10月7日，菲律宾国防部长洛伦萨纳7日证实，根据菲律宾总统杜特尔特的指令，菲律宾当局已正式通知美国方面，暂停菲美两国军队在南海联合巡逻的计划。 ,菲律宾国防部长洛伦萨纳证实暂停菲美两国军队在南海联合巡逻的计划。,菲律宾当局已正式通知美国方面该决定。,顺承,2016,菲律宾洛伦萨纳杜特尔特美国美南海
2016年10月18-20日，菲律宾总统杜特尔特对中国展开为期4天的国事访问。此次访华，是杜特尔特就任总统以来首次访问非东盟国家。他表示，将通过此访“向中国伸出友谊之手”，展现对中国政府和中国人民的敬意，并与中方就诸多议题交换意见。中国国家主席习近平和菲律宾总统杜特尔特20日在人民大会堂举行了会谈。中国外交部副部长刘振民表示，中国和菲律宾达成一致意见，认为南海争端不是两国关系的全部，两国将恢复外交和防务磋商。 ,菲律宾总统杜特尔特对中国展开为期4天的国事访问。,中方与菲律宾达成一致意见，认为南海争端不是两国关系的全部，两国将恢复外交和防务磋商。,顺承,2016,菲律宾中国杜特尔特东盟政府大会堂南海
